FRACASO,ACTIVOS,TAMA¥O,TIPO.COMERCIO,REGION,ZONA,B11,B12,B13,B14,B21,B22,B23,B24,B31,B32,B33,B41,B42,B43,B44,B51,B52,B53,B61,B62,B63,B64,B65,B66,B67,B68,B69,B610,B611,A1,A2,A3,A4,A5
1,7074.139806,MEDIANA,POR MAYOR,SANTANDER,OTRAS,-0.315843518,-0.191243597,-1.311868784,-0.223880837,-0.050882087,-0.030809159,-0.211340797,-0.036066987,0.281357634,0.57286285,0.854220484,0.00061649,0.406382596,0.754921615,0.473563981,0.002191126,1.444363141,2.68313891,0.001018149,0.668940986,0.575620789,0.671150882,1.246771671,0.782102598,0.240758468,1.65152467,0.006746749,4.441606288,1.362482362,0.473563981,0,-0.02051089,0.17065795,0.605501097
0,2741.271845,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,0.003983937,0.005371438,0.008983954,0.013358212,0.053625475,0.072301822,0.120927811,0.179807162,0.272116286,0.129991289,0.402107575,0.025259288,0.388706589,0.924059929,0.651943643,0.092825345,1.428457646,3.395827362,0.018734539,0.265431486,0.39706575,0.28829945,0.685365199,0.48353951,0.443450309,0.741689124,0.048107323,0.730357108,0.212100776,0.651943643,0.140189567,0.113021079,1.486896696,1.348273782
0,5605.980583,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,0.02048732,0.038040341,0.207158687,0.046596879,0.045150019,0.08383342,0.456536948,0.102690345,0.593200326,0.223170681,0.816371007,0.075098751,0.653720582,0.948328658,0.355128332,0.126599308,1.102023302,1.598665099,0.040445804,0.307546647,0.158666559,0.352073158,0.510739717,0.191260849,0.098896748,0.538568262,0.996186542,8.571109081,0.702294034,0.355128332,0.028546689,0.125124407,0.224933262,1.856774841
0,3973.168932,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,0.025791665,0.027930347,0.084898107,0.041624133,0.016102089,0.017437298,0.053003049,0.025986515,0.671013312,0,0.671013312,0.093246693,0.560055087,0.973082393,0.302069082,0.138963999,0.8346408,1.450168538,0.08610661,0.430760183,0.38140099,0.517170564,0.898571554,0.278939056,0.303795528,0.923428026,0.176460948,1.059231161,-0.21060095,0.302069082,0,0.029531848,0.4902834,1.082921431
0,5918.559223,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.006751257,-0.015094854,-0.069159401,-0.019309347,0.021314708,0.047656667,0.218346363,0.060962438,0.781738213,0,0.781738213,0.048044338,0.95879343,0.976198031,0.194459817,0.061458346,1.226489141,1.248753117,0.021488096,0.407337577,0.007784304,0.428825673,0.436609977,0.086973231,0.097618793,0.44725554,0.292774348,5.842730551,1.078945567,0.194459817,0.00239182,0.071129426,0.279200611,2.235858274
0,22578.8466,MEDIANA,POR MAYOR,CUNDINAMARCA,CAPITAL,-0.010775402,-0.0122916,-0.029826651,-0.020907683,0.069414074,0.079181277,0.192140341,0.134685229,0.58789874,0,0.58789874,0.001097845,0.333536002,0.553712536,-0.034186204,0.001867404,0.567335801,0.941850184,0.000962423,0.28433754,0.193017225,0.292393529,0.485410755,-0.029969253,0.361267572,0.87664758,0.002351016,0.714261879,-0.54471363,-0.034186204,0,0.128294669,0.700973199,1.140709246
0,16919.48155,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.066748488,-0.149565622,-0.279685213,-0.321483431,0.039507746,0.088526359,0.165542812,0.190282749,0.465235863,0,0.465235863,0.074446071,0.437270556,0.983987043,0.51875118,0.160017912,0.939890045,2.115028357,0.033223963,0.161922143,0.243989887,0.195146106,0.439135993,0.231509465,0.238655765,0.446282292,0.103879772,0.610153964,-0.039021934,0.51875118,0.148121029,0.134187334,1.149447366,2.240734213
0,1239.984466,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,0.016869256,0.107573811,0.154341999,0.355009627,0.034209995,0.218154228,0.312997739,0.719941501,0.303016603,0,0.303016603,0.164320321,0.607558144,0.672699275,0.369682673,0.542281575,2.005032524,2.220007977,0.025767996,0.067565237,0.010215148,0.095274619,0.105489768,0.057972025,0.109297898,0.15681564,0.103523285,0.375147117,0.184243923,0.369682673,0.243482828,0.330062624,2.300149203,6.376914939
0,2645.196117,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.01833619,-0.010637631,-0.037194335,-0.014898672,0.061081341,0.035435975,0.12390141,0.049630314,0.34935861,0.364640002,0.713998611,0.006594802,0.061630756,0.965385121,0.616026512,0.018876884,0.176411157,2.763307086,0.011367525,0.094747377,1.557810335,0.106233544,1.664043879,1.061850989,0.492983422,1.723709888,0.046638106,0.435849592,-2.034796826,0.616026512,0.141380342,0.052962256,0.400562949,0.580144029
0,2331.737864,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,0.000285493,0.000380427,0.001076122,0.000588455,0.05045109,0.067227374,0.190167801,0.103989242,0.519161818,0.127322112,0.646483929,0.002567879,0.549949246,0.738294018,0.219132201,0.004946202,1.059302182,1.422088438,0.001927077,0.410784845,0.141344194,0.412711921,0.554056115,0.16444876,0.265297748,0.750454563,0.004980474,1.066641978,0.059713081,0.219132201,0.035080246,0.107345378,0.546828861,1.33252571
0,3103.246602,PEQUE¥A,POR MAYOR,ANTIOQUIA,OTRAS,-0.016357735,-0.156777552,-0.717112461,-0.200642748,0.006193894,0.059364182,0.271536287,0.075973839,0.781376617,0,0.781376617,0.2774175,0.445820783,0.786380931,0.005004314,0.355036859,0.570558132,1.006404483,0.028944972,0.017411624,0.035533101,0.046515704,0.082048805,0.000522136,0.022810557,0.104337226,0.266857819,0.428850963,-0.322783163,0.005004314,0,0.091767561,0.279792584,9.584306945
0,2546.770874,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,0.044839946,0.088965858,0.114751338,0.395918603,0.104311985,0.206962901,0.266948134,0.921032677,0.224707446,0,0.224707446,0.193120401,0.654861216,0.685157875,0.460450429,0.85943036,2.91428356,3.049110686,0.097335186,0.232723357,0.015269909,0.330058543,0.345328452,0.232072986,0.390757499,0.504012965,0.431149087,1.462004084,0.960335645,0.460450429,0.132082672,0.314761413,3.450230809,1.984075944
0,7137.765049,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,0.058061592,0.038827076,0.091097294,0.067668392,0.211303188,0.141303135,0.331529811,0.246265155,0.573784526,0,0.573784526,0.134528588,0.362194507,0.765804213,0.192019687,0.234458375,0.631237844,1.334654697,0.201172602,0.340449165,0.603553608,0.541621767,1.145175375,0.287144172,0.637358031,1.495389234,0.354310533,0.953918652,-0.557268709,0.192019687,0.242129501,0.213132263,0.742814514,0.668722214
0,3167.207767,PEQUE¥A,POR MAYOR,ANTIOQUIA,OTRAS,-0.000105144,-0.000201442,-0.000326172,-0.000526779,0.014974206,0.028688673,0.046452179,0.075021865,0.382404152,0,0.382404152,0.023012624,0.592713376,0.721798427,0.339394275,0.060178802,1.549965848,1.887527694,0.012011562,0.297358347,0.067376631,0.309369909,0.37674654,0.177148653,0.322357448,0.521955335,0.040030145,1.031016824,0.365830023,0.339394275,0.054398601,0.042819037,1.615034367,1.915872744
0,4109.871845,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,0.003622615,0.004926013,0.009765564,0.009940032,0.080067122,0.108874863,0.215838747,0.219694845,0.495573133,0,0.495573133,0.024246261,0.375822096,0.91051649,0.414943357,0.048925697,0.758358497,1.837299944,0.017830822,0.258550639,0.393216949,0.276381462,0.669598411,0.305151433,0.370958057,0.735405034,0.064225358,0.995506419,-0.317205739,0.414943357,0.27492226,0.185925574,1.017865644,1.359794879
0,3333.260194,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.022582184,-0.143206639,-0.360400154,-0.237629998,-0.032943438,-0.208913324,-0.525760501,-0.346660414,0.602645457,0,0.602645457,0.183454859,0.837382756,0.89756007,0.294914613,0.304415899,1.389511439,1.489366691,0.028928906,0.091290337,0.009489331,0.132046471,0.141535801,0.046504939,0.06265864,0.157689503,0.082438581,0.368826053,0.098017001,0.294914613,0,-0.188932849,0.659350433,6.341576204
0,5282.928155,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,0.015433314,0.005780477,0.007081832,0.031456721,0.037434254,0.014020828,0.017177329,0.076299811,0.183759675,0,0.183759675,0.010574003,0.561835415,0.913968317,0.730208643,0.057542567,3.057446722,4.973715365,0.028231565,0.440613571,0.940160751,1.500046153,2.440206904,1.949586367,2.179282629,2.669903166,0.054712036,2.90321775,1.952407954,0.730208643,0.358919247,0.014020828,4.44189035,0.374545419
0,3121.83301,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,0.018048211,0.070594049,0.149245612,0.133956041,0.026203896,0.102494319,0.216687207,0.194488535,0.434546626,0.092447515,0.526994142,0.076074399,0.655306452,0.99235142,0.557804793,0.175066137,1.508023333,2.283647737,0.019449328,0.146103997,0.086169568,0.167536915,0.253706483,0.142609452,0.120929593,0.255661934,0.186546599,1.60577715,0.540199291,0.557804793,0.075423892,0.176864647,0.897554301,3.911415297
0,1456.933981,PEQUE¥A,POR MENOR,SANTANDER,OTRAS,0.003634897,0.009158247,0.051044323,0.011160666,0.000256878,0.000647212,0.003607293,0.000788722,0.567652921,0.252929538,0.820582458,0.010917376,0.475417612,0.898125659,0.330472738,0.019232485,0.837514606,1.582173941,0.004333093,0.184359572,0.167772304,0.188692666,0.356464969,0.131164223,0.071210602,0.39689877,0.016527387,0.71971602,-0.139631405,0.330472738,0.004684848,0.00738143,0.218646572,2.519534136
0,3829.448544,PEQUE¥A,POR MAYOR,SANTANDER,OTRAS,0.0055092,0.003120429,0.015722753,0.00389307,0.003593022,0.002035099,0.010254156,0.002539005,0.686436393,0.115097789,0.801534182,0.005022526,0.445105886,0.995444685,0.309008292,0.007316813,0.648429905,1.450163037,0.008867403,0.776978771,0.971637657,0.785846174,1.757483831,0.545562285,0.350396632,1.765526359,0.026709851,2.367077952,-1.28339827,0.309008292,0.069508549,0.00487702,0.247607428,0.566403325
0,3355.425243,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,0.024492171,0.02654363,0.05779657,0.049087568,0.074241694,0.080460165,0.175195385,0.148796294,0.011712368,0.529028016,0.540740384,0.57527073,0.878351516,0.984754365,0.973041997,49.11651625,74.99350181,84.07815884,0.530810167,0.273804531,0.098179364,0.810466951,0.908646315,0.897839153,0.423765126,0.922713671,1.571889681,2.400038127,2.368034845,0.973041997,0.270164063,0.120089302,0.849316287,1.083759818
0,21513.36311,MEDIANA,POR MENOR,ANTIOQUIA,OTRAS,0.02935979,0.038365162,0.096950632,0.063488895,0.026492504,0.034618409,0.087482405,0.057288551,0.56970799,0.034573471,0.604281461,0.080482391,0.528596338,0.984231953,0.414523962,0.14126955,0.927837325,1.727607773,0.061590932,0.270928228,0.348685242,0.40452005,0.753205292,0.317223639,0.302832373,0.765272139,0.199918994,1.313038128,-0.10212172,0.414523962,0.103823877,0.034618409,0.654857983,1.306724692
0,1977.382524,PEQUE¥A,POR MAYOR,ANTIOQUIA,OTRAS,-0.009776029,-0.020966941,-0.040308117,-0.043696305,0.006064279,0.01300624,0.025003984,0.027105749,0.479833273,0,0.479833273,0.031860439,0.869265681,0.956050371,0.476217098,0.066398978,1.811599423,1.992463683,0.014855222,0.390447877,0.040464158,0.405303099,0.445767257,0.222040591,0.242532509,0.466259175,0.054878327,1.497275221,0.67078168,0.476217098,0.061931749,0.028660463,1.084057225,2.144729915
0,16889.33592,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.037723368,-0.006547925,-0.00726409,-0.066415934,0.041666999,0.007232451,0.008023484,0.07335911,0.022231597,0.07635808,0.098589677,0.011093447,0.030558757,0.058033338,0.035801741,0.498994602,1.374564197,2.61039899,0.06391065,0.108618891,0.158284287,0.176052589,0.334336876,0.206258036,5.193130788,5.7611175,0.141797656,0.382788853,0.09862214,0.035801741,0.168273345,0.01235923,9.143049795,0.173577435
0,6689.023301,MEDIANA,POR MAYOR,ANTIOQUIA,OTRAS,-0.043641119,-0.080059155,-0.419304754,-0.098952454,0.02854291,0.052361655,0.274240853,0.064718573,0.809066903,0,0.809066903,0.030888968,0.465518679,0.995415263,0.18634836,0.038178509,0.575377237,1.230325032,0.016837913,0.236921399,0.288852411,0.253759312,0.542611724,0.101580525,0.104079715,0.545110914,0.067559721,1.018172968,-0.751401674,0.18634836,0,0.065148163,0.235991729,1.834489046
0,17666.60971,MEDIANA,POR MENOR,BOGOTA D.C.,CAPITAL,0.003767358,0.005991884,0.014936438,0.010005799,0.016356383,0.026014401,0.064848129,0.043441237,0.598841157,0,0.598841157,0.008168421,0.4330117,0.690811154,0.091969997,0.013640381,0.723082731,1.153579953,0.005135841,0.257898955,0.162089706,0.272253248,0.434342954,0.057825529,0.252225974,0.628743399,0.016203287,0.829859839,-0.358031247,0.091969997,0,0.043523797,0.669891903,1.590473953
1,3619.842718,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,-0.085229164,-0.090459589,-0.772227391,-0.102462118,0.012422825,0.013185201,0.112558257,0.014934665,0.88285887,0,0.88285887,0.040185251,0.066876795,1,0.11714113,0.045517185,0.075750266,1.132683869,0.037861717,0.025148223,0.879169484,0.06300994,0.942179423,0.110367963,0.110367963,0.942179423,0.601765935,1.001466357,-12.21916512,0.11714113,0.085819894,0.022370883,0.132683869,1.061368966
0,4456.293204,PEQUE¥A,POR MENOR,ATLANTICO,OTRAS,0.070995304,0.162139311,0.463840604,0.249275683,0.028150467,0.064290129,0.183918213,0.098840718,0.650441747,0,0.650441747,0.217753522,0.66471196,0.981503543,0.331061796,0.3347779,1.021939263,1.508979931,0.095346881,0.195707938,0.138712288,0.291054819,0.429767107,0.14496073,0.153059701,0.437866078,0.906284895,2.766515112,0.059392281,0.331061796,0.125415306,0.105121948,0.537416693,2.283803315
0,18133.10485,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,2.43E-06,2.55E-06,5.17E-06,5.03E-06,0.054594285,0.05724243,0.116049628,0.112961729,0.207604396,0.299137408,0.506741804,0.013899361,0.254716581,0.630345881,0.422741485,0.066951186,1.226932503,3.036283877,0.013256349,0.229463743,0.358251962,0.2429329,0.601184862,0.403184646,0.470439118,0.953738067,0.096327,1.765267103,0.326502461,0.422741485,0.342541667,0.084682368,0.973391562,1.04850591
1,2771.413592,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,,-0.000445331,-0.000447105,-0.112225222,,-0.035272945,-0.035413472,-8.888931739,0.003968187,0,0.003968187,0,0.015883461,0.018149904,0.014181716,0,4.002699576,4.57385268,,,,,,,,,0,0.458517406,0.343965365,0.014181716,0.044470324,-0.035272945,251.0042422,0
0,1743.823301,PEQUE¥A,POR MAYOR,CUNDINAMARCA,CAPITAL,-0.001436122,-0.002126887,-0.002273578,-0.032964877,-0.248232629,-0.367630799,-0.392986192,-5.697952777,0.064519805,0,0.064519805,0.020703392,0.543379641,0.838685719,0.774165914,0.320884296,8.421904637,12.99888809,0.013979398,0.352922823,0.199397341,0.366902221,0.566299563,0.522734332,0.631657382,0.675222613,0.056760071,1.48972048,1.31283407,0.774165914,0,-0.354730214,14.49911701,1.480993054
0,7466.429126,MEDIANA,POR MAYOR,ANTIOQUIA,OTRAS,-0.02448122,-0.091184362,-0.445625611,-0.114642658,-0.03249156,-0.121020199,-0.591435847,-0.15215413,0.795378993,0,0.795378993,0.028100004,0.670635672,0.965920458,0.170541466,0.035329075,0.843164929,1.214415351,0.007544302,0.170498336,0.079278198,0.18005258,0.259330778,0.045787053,0.054936744,0.26848047,0.056690929,1.339180585,-0.265473031,0.170541466,0.00251814,-0.115860938,0.257262273,3.724665711
0,10996.81165,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,0.120659932,0.100657233,0.391804604,0.135457061,0.028971246,0.024168466,0.094074872,0.032524135,0.507533365,0.235559922,0.743093287,0.159745155,0.667746496,0.838969351,0.331435987,0.314748085,1.315670146,1.653032904,0.191489861,0.608509689,0.205248422,0.800441704,1.005690126,0.397299256,0.307959456,1.198720936,0.714465683,2.98486939,0.714909008,0.331435987,0,0.047352156,0.345726059,0.83422252
0,16244.15146,MEDIANA,POR MAYOR,VALLE,OTRAS,0.008003387,0.011219908,0.029390313,0.018148006,0.021419766,0.030028262,0.078658399,0.048570189,0.618244689,0,0.618244689,0.023034213,0.53641627,1,0.381755311,0.037257437,0.86764396,1.617482557,0.01643077,0.328616772,0.330683648,0.382636572,0.71332022,0.272313783,0.272313783,0.71332022,0.054528612,1.269851713,-0.19371142,0.381755311,0.180850405,0.049759175,0.617482557,1.40189493
0,8879.747573,MEDIANA,POR MENOR,ANTIOQUIA,OTRAS,-0.009063924,-0.027191587,-0.03934237,-0.088042183,0.023420056,0.070259688,0.101655804,0.227490081,0.119083476,0.189763783,0.308847258,0.002417067,0.26201226,0.36551769,0.246434214,0.020297252,2.200240286,3.069424098,0.000805695,0.081361646,0.034502046,0.087338018,0.121840064,0.082145301,0.230385825,0.333335616,0.003902373,0.423020777,0.230759604,0.246434214,0.028475298,0.114480756,2.237846455,2.999979455
0,2533.860194,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,,-0.000248602,-0.000939798,-0.000338017,,0.007751594,0.029303587,0.010539605,0.01255241,0.722920466,0.735472876,0.000251597,0.029652541,0.029652541,0.017100131,0.020043746,2.362298668,2.362298668,,,,,,,,,0.002404706,0.28341182,0.163438921,0.017100131,0.001754192,0.011569483,0.35966945,0
1,19128.03689,MEDIANA,POR MENOR,BOGOTA D.C.,CAPITAL,-0.004663807,-0.00176535,-0.004804156,-0.002790904,-0.161694443,-0.061204774,-0.166560349,-0.096760789,0.094337331,0.538199617,0.632536947,0.006623301,0.16021706,0.453641088,0.359303758,0.070208698,1.698342097,4.80871237,0.017497834,0.385936684,0.775185195,0.423271037,1.198456232,0.949230215,0.970785929,2.64185997,0.052745332,1.275904848,0.524639923,0.359303758,0.008799455,-0.049837426,0.580935318,0.378521198
0,10155.44854,MEDIANA,POR MENOR,BOGOTA D.C.,CAPITAL,-0.015977862,-0.015124837,-0.070024302,-0.01929174,0.029731849,0.028144528,0.130302288,0.035898363,0.692775951,0.091229931,0.784005882,0.099081723,0.165573273,0.642671842,-0.050104109,0.143021309,0.238999742,0.927676315,0.104669828,0.063939074,0.504006425,0.174911432,0.678917857,-0.052929928,0.228175959,1.056398947,0.240186438,0.386907788,-1.292467405,-0.050104109,0.138890345,0.049043691,0.275500634,0.946612075
0,4083.120388,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,0.044454134,0.041288684,0.118599725,0.063339292,0.039500621,0.036687896,0.105384186,0.05628141,0.55026996,0.101595303,0.651865263,0.134860923,0.46737426,0.642731042,0.092461083,0.245081384,0.849354489,1.168028585,0.14520021,0.357325047,0.188800736,0.503206111,0.692006847,0.099549731,0.374824936,1.076666291,0.850149829,2.946280791,-0.522566233,0.092461083,0,0.056324904,0.534059348,0.928792894
0,16780.57476,MEDIANA,POR MAYOR,VALLE,OTRAS,0.100354192,0.152953867,1.142062114,0.17660637,-0.00081899,-0.001248255,-0.009320357,-0.001441283,0.775610934,0.090461265,0.866072199,0.176905501,0.765172112,0.96656318,0.190952245,0.228085363,0.986541161,1.246195917,0.11606904,0.384699207,0.132134206,0.502035223,0.634169429,0.125285216,0.087871045,0.65610758,1.471294941,6.347754643,-0.102878244,0.190952245,0,0.030360893,0.154638148,1.524140294
0,12096.48544,MEDIANA,POR MENOR,BOGOTA D.C.,CAPITAL,-0.110879834,-0.088685982,-0.146968733,-0.22363506,0.035406913,0.028319819,0.046931069,0.071412689,0.301856587,0.094709061,0.396565648,0.147595317,0.348306499,0.772437005,0.470580418,0.488958411,1.153880731,2.558953618,0.184531353,0.248399237,0.530270049,0.435470926,0.965740975,0.588344148,0.754445055,1.250252083,0.546267163,1.28263058,0.165424801,0.470580418,0,0.048614662,1.521650589,0.799838699
0,24399.89903,MEDIANA,POR MAYOR,ANTIOQUIA,OTRAS,-0.001458718,-0.004415698,-0.01125349,-0.007267261,0.005153946,0.015601554,0.039760854,0.025676701,0.570582757,0.037032457,0.607615214,0.012684038,0.363706094,0.928455118,0.357872361,0.02222997,0.637429172,1.627205005,0.00419015,0.114593104,0.186563843,0.120149666,0.30671351,0.118222503,0.129623622,0.330348236,0.024841598,0.704382549,-0.413099731,0.357872361,0,0.028761112,0.64577841,3.027108646
0,8113.883495,MEDIANA,POR MAYOR,CUNDINAMARCA,CAPITAL,-0.013060523,-0.034556201,-0.065122249,-0.073623439,0.017350307,0.045906333,0.086511929,0.097805371,0.469364127,0,0.469364127,0.035414579,0.243873153,0.707341006,0.237976879,0.07545225,0.519582002,1.507019742,0.013384947,0.078786957,0.175167761,0.092171903,0.267339664,0.089943405,0.200553927,0.377950186,0.094489328,0.650675817,-0.601630488,0.237976879,0.192083643,0.077515969,1.13054203,2.645851325
0,21069.89709,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,0.001539189,0.003588821,0.006013246,0.008901268,0.112148508,0.261488882,0.438137523,0.648564804,0.403180809,0,0.403180809,0.026598881,0.580240088,0.972383018,0.569202209,0.065972586,1.439156018,2.411779024,0.011407846,0.207110786,0.168183994,0.248855935,0.417039929,0.24412196,0.255966454,0.428884422,0.019678393,0.376941944,0.078660582,0.569202209,0,0.410194707,1.480276784,2.3316305
0,8981.924272,MEDIANA,POR MAYOR,ANTIOQUIA,OTRAS,-0.015842689,-0.031522146,-0.090466905,-0.04837938,0.014806163,0.029459773,0.084548005,0.045214105,0.522054623,0.129506955,0.651561579,0.014395043,0.453130774,0.830818449,0.308763825,0.027573825,0.86797579,1.591439691,0.007234793,0.219986704,0.189821739,0.227738624,0.417560363,0.155181358,0.175121381,0.50258918,0.048671034,1.528600136,-0.236517114,0.308763825,0.019461615,0.049519156,0.534774352,1.989696633
0,20915.8,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,0.059650355,0.065371386,0.412472074,0.07768314,0.021635635,0.023710697,0.149606745,0.028176263,0.475759772,0.36575341,0.841513182,0.065999541,0.469616988,0.898108198,0.422348426,0.138724509,0.987088477,1.887734633,0.060223536,0.364045511,0.390991441,0.428518063,0.819509503,0.385386248,0.144616711,0.912484159,0.164097661,1.167531309,-0.015371852,0.422348426,0.028179229,0.044470695,0.188335514,1.095909436
0,17519.2,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,0.05963189,0.07034208,0.135447205,0.146342369,0.058999855,0.069596529,0.134011608,0.144791294,0.480667908,0,0.480667908,0.087489678,0.60695967,0.768566669,0.287898761,0.182016891,1.262742239,1.598955654,0.074168618,0.421079482,0.137000934,0.514544808,0.651545743,0.244063683,0.440259287,0.847741346,0.229283168,1.587241393,0.327560675,0.287898761,0.271793064,0.116594346,1.080438456,1.179605082
0,3087.978641,PEQUE¥A,POR MAYOR,ATLANTICO,OTRAS,0.027882658,0.029489521,0.04622888,0.081440843,0.018703918,0.019781815,0.031010715,0.054631192,0.33601898,0.026078458,0.362097438,0.069426724,0.424218282,0.438301953,0.102282973,0.206615483,1.262483096,1.304396417,0.065643711,0.334707781,0.013316262,0.401102928,0.41441919,0.096709647,0.603143703,0.945510708,0.377336896,2.301323119,0.475047128,0.102282973,0.004698034,0.035672071,1.761687586,1.057629481
0,12196.22524,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,0.009949905,0.011656196,0.020588121,0.026867578,0.033973622,0.039799698,0.070297461,0.091738458,0.426607331,0.007231422,0.433838753,0.011749296,0.226857889,0.725850013,0.299242681,0.027541242,0.531772129,1.701447583,0.010029376,0.180429559,0.425947199,0.193649314,0.619596513,0.255438064,0.483283775,0.853615074,0.039160819,0.743668179,-0.678229147,0.299242681,0.060525579,0.06457165,1.305003859,1.171488215
0,4965.252427,PEQUE¥A,POR MAYOR,CUNDINAMARCA,CAPITAL,-0.005682661,-0.010294153,-0.024269751,-0.017876624,0.019135942,0.0346648,0.081726598,0.060198213,0.416984633,0.158859698,0.575844331,0.068382778,0.397242041,0.85185821,0.434873577,0.163993521,0.952653909,2.042900727,0.037749212,0.17781609,0.250960878,0.21928875,0.470249627,0.240062413,0.234145827,0.552028051,0.077156269,0.440597659,-0.029885981,0.434873577,0.15150487,0.061075134,0.736580436,1.811502147
0,2997.438835,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.004641561,-0.003452707,-0.004889355,-0.01175062,-0.017942636,-0.013346945,-0.018900519,-0.045423749,0.293831858,0,0.293831858,0.117369606,0.485035739,0.485035739,0.191203881,0.399444794,1.650725492,1.650725492,0.15778294,0.494262912,0,0.652045852,0.652045852,0.257040229,0.949319752,1.344325375,0.210909456,0.871593825,0.343587303,0.191203881,0.094271273,0.02165312,2.403306931,0.743867533
0,24978.93592,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,0.000783122,0.00317154,0.018324879,0.003835333,0.002134049,0.008642618,0.049936279,0.010451487,0.826927076,0,0.826927076,0.006685563,0.242645551,0.925961391,0.099034314,0.008084828,0.293430409,1.119761847,0.00165081,0.053574526,0.168725461,0.059914435,0.228639896,0.024453714,0.042735448,0.24692163,0.028020908,1.014496524,-2.451366767,0.099034314,0.001768492,0.020971566,0.209296477,4.04986797
0,8340.695146,MEDIANA,POR MENOR,ANTIOQUIA,OTRAS,0.00552052,0.007600552,0.015362977,0.015042607,0.025619444,0.035272386,0.071295988,0.069809223,0.415532002,0.089736284,0.505268286,0.013294122,0.197750032,0.848560464,0.433028462,0.031993015,0.475896035,2.042106167,0.009655939,0.133718053,0.472704087,0.143632068,0.616336155,0.314522192,0.359339205,0.726331453,0.051956977,0.77147126,-0.852538759,0.433028462,0.071445028,0.052645338,0.979146581,1.376781902
0,16125.18058,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,0.003177033,0.005324777,0.01653872,0.00785317,0.043018534,0.0721,0.223942085,0.106335635,0.678041756,0,0.678041756,0.007415782,0.285986303,0.746532403,0.068490647,0.010937059,0.42178273,1.101012432,0.004424634,0.166209365,0.274785267,0.170633999,0.445419266,0.040865009,0.192096692,0.596650949,0.26766445,10.32235868,-14.15080713,0.068490647,0.161916636,0.113061959,0.474835423,1.676021805
0,18893.69126,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,-1.079390812,-0.013671748,-0.093055294,-0.016026351,-0.228657017,-0.002896209,-0.019712736,-0.003395005,0.151822892,0.701256414,0.853079306,0.000724993,0.621251045,0.958470711,0.806647819,0.004775254,4.091945787,6.313084253,0.057238515,48.22688987,26.62364758,49.04805538,75.67170296,63.68521586,11.59945626,78.95045941,0.082639161,70.74676901,53.44105718,0.806647819,0.03793723,-0.002424444,0.172223957,0.012666171
0,13208.81359,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,0.004979904,0.006426626,0.026120619,0.008523789,0.001310219,0.001690853,0.006872365,0.002242619,0.519106552,0.234856952,0.753963505,0.006426626,0.142622873,0.149595659,-0.369510894,0.012380167,0.274746817,0.288179099,0.004979904,0.105536613,0.005403116,0.110516518,0.115919634,-0.286328948,0.190650322,0.774886351,0.029409315,0.652666146,-1.722852351,-0.369510894,0,0.004711465,0.326324144,1.290511826
0,1460.386408,PEQUE¥A,POR MAYOR,ANTIOQUIA,OTRAS,0.007071672,0.009634694,0.076857692,0.011015581,0.001328513,0.001810013,0.014438797,0.002069432,0.87464242,0,0.87464242,0.009668437,1,1,0.12535758,0.011054159,1.143324378,1.143324378,0.007096438,0.647848414,0,0.733979897,0.733979897,0.092009944,0.092009944,0.733979897,0.436359847,45.13240999,5.657689718,0.12535758,0,0.003228614,0.143324378,1.362435135
